person_id,family_name,first_name,name_lang,sex,rustication,birthyear,deathyear,alt_name,place_of_birth,social_position,neibu_access,wikidata_id,source_1,page_1,source_2,page_2,note,created,created_by,last_modified,last_modified_by
AG0315,Clemens,Samuel Langhorne,en,male,0,1835,1910,Mark Twain,SP0238,,,,https://en.wikipedia.org/wiki/Mark_Twain,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0315,克列門斯,塞姆 朗赫恩,zh,male,0,1835,1910,马克 吐温,SP0238,,,,https://en.wikipedia.org/wiki/Mark_Twain,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0316,Tang,Xianzu,en,male,0,1550,1616,Yireng,SP0239,,,,https://en.wikipedia.org/wiki/Tang_Xianzu,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0316,汤,显祖,zh,male,0,1550,1616,義仍,SP0239,,,,https://en.wikipedia.org/wiki/Tang_Xianzu,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0317,Tang,Guizhang,en,male,3,1901,1990,,SP0093,,,,https://zh.wikipedia.org/wiki/%E5%94%90%E5%9C%AD%E7%92%8B,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0317,唐,圭璋,zh,male,3,1901,1990,,SP0093,,,,https://zh.wikipedia.org/wiki/%E5%94%90%E5%9C%AD%E7%92%8B,ONLINE SOURCE,,,,2018-05-08,MG,2020-04-02,DP
AG0318,Tao,Yuanming,en,male,0,0365,0427,,SP0240,,,,https://en.wikipedia.org/wiki/Tao_Yuanming,ONLINE SOURCE,,,,2018-05-14,MG,2020-04-02,DP
AG0318,陶,渊明,zh,male,0,0365,0427,,SP0240,,,,https://en.wikipedia.org/wiki/Tao_Yuanming,ONLINE SOURCE,,,,2018-05-14,MG,2020-04-02,DP
AG0319,Valéry,Paul,fr,male,0,1871,1945,,SP0241,,,,https://en.wikipedia.org/wiki/Paul_Val%C3%A9ry,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0319,瓦勒里,保羅,zh,male,0,1871,1945,,SP0241,,,,https://en.wikipedia.org/wiki/Paul_Val%C3%A9ry,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0320,van Gogh,Vincent Willem,en,male,0,1853,1890,,SP0242,,,,https://en.wikipedia.org/wiki/Vincent_van_Gogh,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0320,梵高,文森 威廉,zh,male,0,1853,1890,,SP0242,,,,https://en.wikipedia.org/wiki/Vincent_van_Gogh,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0321,Verlaine,Paul,fr,male,0,1844,1896,,SP0243,,,,https://en.wikipedia.org/wiki/Paul_Verlaine,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0321,魏尔伦,保尔,zh,male,0,1844,1896,,SP0243,,,,https://en.wikipedia.org/wiki/Paul_Verlaine,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0322,Verne,Jules,fr,male,0,1828,1905,,SP0244,,,,https://en.wikipedia.org/wiki/Jules_Verne,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0322,凡尔纳,儒勒,zh,male,0,1828,1905,,SP0244,,,,https://en.wikipedia.org/wiki/Jules_Verne,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0323,Vlahović,Veljko,en,male,0,1914,1975,,SP0245,,,,https://en.wikipedia.org/wiki/Veljko_Vlahovi%C4%87,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0323,弗拉霍维奇,维利科,zh,male,0,1914,1975,,SP0245,,,,https://en.wikipedia.org/wiki/Veljko_Vlahovi%C4%87,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0324,Zhai,Yongming,en,female,1,1955,XXXX,,SP0007,,,,https://en.wikipedia.org/wiki/Zhai_Yongming,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0324,翟,永明,zh,female,1,1955,XXXX,,SP0007,,,,https://en.wikipedia.org/wiki/Zhai_Yongming,ONLINE SOURCE,,,,2018-05-15,MG,2020-04-02,DP
AG0325,Whitehead,Alfred North,en,male,0,1861,1947,,SP0246,,,,https://en.wikipedia.org/wiki/Alfred_North_Whitehead,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0325,懷特黑德,阿爾弗雷德 諾思,zh,male,0,1861,1947,,SP0246,,,,https://en.wikipedia.org/wiki/Alfred_North_Whitehead,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0326,Whitman,Walt,en,male,0,1818,1892,,SP0053,,,,https://en.wikipedia.org/wiki/Walt_Whitman,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0326,沃尔特,惠特曼,zh,male,0,1818,1892,,SP0053,,,,https://en.wikipedia.org/wiki/Walt_Whitman,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0327,Wittgenstein,Ludwig,en,male,0,1889,1951,,SP0169,,,,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0327,维特根斯坦,路德维希,zh,male,0,1889,1951,,SP0169,,,,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0328,Yesenin,Sergei Alexandrovich,en,male,0,1895,1925,,SP0247,,,,https://en.wikipedia.org/wiki/Sergei_yesenin,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0328,Есе́нин,Серге́й Алекса́ндрович,ru,male,0,1895,1925,,SP0247,,,,https://en.wikipedia.org/wiki/Sergei_yesenin,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0328,叶赛宁,谢尔盖 亚历山德罗维奇,zh,male,0,1895,1925,,SP0247,,,,https://en.wikipedia.org/wiki/Sergei_yesenin,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0329,Yevtushenko,Yevgeny Aleksandrovich,en,male,0,1933,2017,,SP0248,,,,https://en.wikipedia.org/wiki/Yevgeny_Yevtushenko,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0329,Евтушенко,Евгений Александрович,ru,male,0,1933,2017,,SP0248,,,,https://en.wikipedia.org/wiki/Yevgeny_Yevtushenko,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0329,叶夫图申科,叶夫根尼 亚历山德罗维奇,zh,male,0,1933,2017,,SP0248,,,,https://en.wikipedia.org/wiki/Yevgeny_Yevtushenko,ONLINE SOURCE,,,,2018-05-17,MG,2020-04-02,DP
AG0330,Zhukov,Georgy,en,male,0,1896,1974,,SP0249,,,,https://en.wikipedia.org/wiki/Georgy_Zhukov,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0330,Жу́ков,Гео́ргий,ru,male,0,1896,1974,,SP0249,,,,https://en.wikipedia.org/wiki/Georgy_Zhukov,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0330,朱可夫,格奥尔基,zh,male,0,1896,1974,,SP0249,,,,https://en.wikipedia.org/wiki/Georgy_Zhukov,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0331,Zikmund,Miroslav,en,male,0,1919,XXXX,,SP0250,,,,https://en.wikipedia.org/wiki/Hanzelka_and_Zikmund,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0331,席克蒙德,,zh,male,0,1919,XXXX,,SP0250,,,,https://en.wikipedia.org/wiki/Hanzelka_and_Zikmund,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0332,Hanzelka,Jiří,en,male,0,1920,2003,,SP0251,,,,https://en.wikipedia.org/wiki/Hanzelka_and_Zikmund,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0332,施雨乐,,zh,male,0,1920,2003,,SP0251,,,,https://en.wikipedia.org/wiki/Hanzelka_and_Zikmund,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0333,Zola,Émile,fr,male,0,1840,1902,,SP0050,,,,https://en.wikipedia.org/wiki/%C3%89mile_Zola,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0333,左拉,埃米尔,zh,male,0,1840,1902,,SP0050,,,,https://en.wikipedia.org/wiki/%C3%89mile_Zola,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0334,Zweig,Stefan,en,male,0,1881,1942,,SP0169,,,,https://en.wikipedia.org/wiki/Stefan_Zweig,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0334,茨威格,斯蒂芬,zh,male,0,1881,1942,,SP0169,,,,https://en.wikipedia.org/wiki/Stefan_Zweig,ONLINE SOURCE,,,,2018-05-22,MG,2020-04-02,DP
AG0335,Ji,Kun,en,male,3,XXXX,XXXX,,SP0436,S00,,,W0433,ONLINE SOURCE,,,,2018-05-23,MG,2020-04-02,DP
AG0335,纪,琨,zh,male,3,XXXX,XXXX,,SP0436,S00,,,W0433,ONLINE SOURCE,,,,2018-05-23,MG,2020-04-02,DP
AG0336,Remarque,Erich Maria,de,male,0,1898,1970,,SP0273,,,,https://en.wikipedia.org/wiki/Erich_Maria_Remarque,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0336,雷马克,埃里希 玛利亚,zh,male,0,1898,1970,,SP0273,,,,https://en.wikipedia.org/wiki/Erich_Maria_Remarque,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0337,Renoir,Pierre-Auguste,fr,male,0,1841,1919,Auguste Renoir,SP0274,,,,https://en.wikipedia.org/wiki/Pierre-Auguste_Renoir,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0337,雷諾瓦,皮耶-奧古斯特,zh,male,0,1841,1919,奧古斯特 雷諾瓦,SP0274,,,,https://en.wikipedia.org/wiki/Pierre-Auguste_Renoir,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0338,Repin,Ilya Yafimovich,en,male,0,1844,1930,,SP0275,,,,https://en.wikipedia.org/wiki/Ilya_Repin,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0338,Ре́пин,Илья́ Ефи́мович,ru,male,0,1844,1930,,SP0275,,,,https://en.wikipedia.org/wiki/Ilya_Repin,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0338,列宾,伊利亚 叶菲莫维奇,zh,male,0,1844,1930,,SP0275,,,,https://en.wikipedia.org/wiki/Ilya_Repin,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0339,Rilke,Rainer Maria,en,male,0,1875,1926,,SP0068,,,,https://en.wikipedia.org/wiki/Rainer_Maria_Rilke,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0339,里尔克,莱纳 玛利亚,zh,male,0,1875,1926,,SP0068,,,,https://en.wikipedia.org/wiki/Rainer_Maria_Rilke,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0340,Rimbaud,Arthur,fr,male,0,1854,1891,,SP0276,,,,https://en.wikipedia.org/wiki/Arthur_Rimbaud,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0340,兰波,阿蒂尔,zh,male,0,1854,1891,,SP0276,,,,https://en.wikipedia.org/wiki/Arthur_Rimbaud,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0341,Rimsky-Korsakov,Nikolay Andreyevich,en,male,0,1844,1908,,SP0277,,,,https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0341,Римский-Корсаков,Николай Андреевич,ru,male,0,1844,1908,,SP0277,,,,https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0341,里姆斯基-科萨科夫,尼古拉 安德烈耶维奇,zh,male,0,1844,1908,,SP0277,,,,https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0342,Rolland,Romain,fr,male,0,1866,1944,,SP0278,,,,https://en.wikipedia.org/wiki/Romain_Rolland,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0342,罗兰,罗曼,zh,male,0,1866,1944,,SP0278,,,,https://en.wikipedia.org/wiki/Romain_Rolland,ONLINE SOURCE,,,,2018-05-28,MG,2020-04-02,DP
AG0343,Ma,Bo,en,male,1,1947,XXXX,Old Ghost,SP0079,,,,https://en.wikipedia.org/wiki/Ma_Bo,ONLINE SOURCE,W0511,,,2018-05-29,MG,2020-04-02,DP
AG0343,马,波,zh,male,1,1947,XXXX,老鬼,SP0079,,,,https://en.wikipedia.org/wiki/Ma_Bo,ONLINE SOURCE,W0511,,,2018-05-29,MG,2020-04-02,DP
AG0344,Romm,Mikhail,en,male,0,1901,1971,,SP0279,,,,https://en.wikipedia.org/wiki/Mikhail_Romm,ONLINE SOURCE,,,,2018-05-30,MG,2020-04-02,DP
AG0344,Ромм,Михаи́л,ru,male,0,1901,1971,,SP0279,,,,https://en.wikipedia.org/wiki/Mikhail_Romm,ONLINE SOURCE,,,,2018-05-30,MG,2020-04-02,DP
AG0344,罗姆,米哈伊尔,zh,male,0,1901,1971,,SP0279,,,,https://en.wikipedia.org/wiki/Mikhail_Romm,ONLINE SOURCE,,,,2018-05-30,MG,2020-04-02,DP
AG0345,Rommel,Erwin,de,male,0,1891,1944,Wüstenfuchs,SP0280,,,,https://en.wikipedia.org/wiki/Erwin_Rommel,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0345,隆美尔,埃尔温,zh,male,0,1891,1944,沙漠之狐,SP0280,,,,https://en.wikipedia.org/wiki/Erwin_Rommel,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0346,Rousseau,Jean-Jacques,fr,male,0,1712,1778,,SP0281,,,,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0346,卢梭,让-雅克,zh,male,0,1712,1778,,SP0281,,,,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0347,Russell,Bertrand,en,male,0,1872,1970,,SP0282,,,,https://en.wikipedia.org/wiki/Bertrand_Russell,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0347,罗素,伯特兰,zh,male,0,1872,1970,,SP0282,,,,https://en.wikipedia.org/wiki/Bertrand_Russell,ONLINE SOURCE,,,,2018-06-01,MG,2020-04-02,DP
AG0348,Pu,Songling,en,male,0,1640,1715,,SP0253,,,,https://en.wikipedia.org/wiki/Pu_Songling,ONLINE SOURCE,,,,2018-06-04,MG,2020-04-02,DP
AG0348,蒲,松龄,zh,male,0,1640,1715,,SP0253,,,,https://en.wikipedia.org/wiki/Pu_Songling,ONLINE SOURCE,,,,2018-06-04,MG,2020-04-02,DP
AG0349,Presley,Elvis,en,male,0,1935,1977,,SP0254,,,,https://en.wikipedia.org/wiki/Elvis_Presley,ONLINE SOURCE,,,,2018-06-04,MG,2020-04-02,DP
AG0349,普雷斯利,埃尔维斯,zh,male,0,1935,1977,猫王,SP0254,,,,https://en.wikipedia.org/wiki/Elvis_Presley,ONLINE SOURCE,,,,2018-06-04,MG,2020-04-02,DP
AG0350,Pound,Ezra,en,male,0,1885,1972,,SP0255,,,,https://en.wikipedia.org/wiki/Ezra_Pound,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0350,庞德,艾兹拉,zh,male,0,1885,1972,,SP0255,,,,https://en.wikipedia.org/wiki/Ezra_Pound,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0351,Poe,Edgar Allan,en,male,0,1809,1849,,SP0256,,,,https://en.wikipedia.org/wiki/Edgar_Allan_Poe,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0351,坡,埃德加 愛倫,zh,male,0,1809,1849,,SP0256,,,,https://en.wikipedia.org/wiki/Edgar_Allan_Poe,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0352,Plekhanov,Georgi,en,male,0,1856,1918,,SP0257,,,,https://en.wikipedia.org/wiki/Georgi_Plekhanov,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0352,Плеха́нов,Гео́ргий,ru,male,0,1856,1918,,SP0257,,,,https://en.wikipedia.org/wiki/Georgi_Plekhanov,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0352,普列汉诺夫,格奥尔基,zh,male,0,1856,1918,,SP0257,,,,https://en.wikipedia.org/wiki/Georgi_Plekhanov,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0353,Mitin,Mark Borisovich,en,male,0,1901,1987,,SP0258,,,,https://en.wikipedia.org/wiki/Mark_Borisovich_Mitin,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0353,Митин,Марк Борисович,ru,male,0,1901,1987,,SP0258,,,,https://en.wikipedia.org/wiki/Mark_Borisovich_Mitin,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0353,米丁,马克 鲍里索维奇,zh,male,0,1901,1987,,SP0258,,,,https://en.wikipedia.org/wiki/Mark_Borisovich_Mitin,ONLINE SOURCE,,,,2018-06-05,MG,2020-04-02,DP
AG0354,Plato,,en,male,0,-0424?,-0348?,,SP0259,,,,https://en.wikipedia.org/wiki/Plato,ONLINE SOURCE,,,,2018-06-06,MG,2020-04-02,DP
AG0354,Πλάτων,,grc,male,0,-0424?,-0348?,,SP0259,,,,https://en.wikipedia.org/wiki/Plato,ONLINE SOURCE,,,,2018-06-06,MG,2020-04-02,DP
AG0354,柏拉图,,zh,male,0,-0424?,-0348?,,SP0259,,,,https://en.wikipedia.org/wiki/Plato,ONLINE SOURCE,,,,2018-06-06,MG,2020-04-02,DP
AG0355,Plath,Sylvia,en,female,0,1932,1963,,SP0256,,,,https://en.wikipedia.org/wiki/Sylvia_Plath,ONLINE SOURCE,,,,2018-06-06,MG,2020-04-02,DP
AG0355,普拉斯,希薇亞,zh,female,0,1932,1963,,SP0256,,,,https://en.wikipedia.org/wiki/Sylvia_Plath,ONLINE SOURCE,,,,2018-06-06,MG,2020-04-02,DP
AG0356,Pissarro,Camille,fr,male,0,1830,1903,,SP0260,,,,https://en.wikipedia.org/wiki/Camille_Pissarro,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0356,畢沙羅,卡米耶,zh,male,0,1830,1903,,SP0260,,,,https://en.wikipedia.org/wiki/Camille_Pissarro,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0357,Picasso,Pablo,es,male,0,1881,1973,,SP0261,,,,https://en.wikipedia.org/wiki/Pablo_Picasso,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0357,毕卡索,巴勃罗,zh,male,0,1881,1973,,SP0261,,,,https://en.wikipedia.org/wiki/Pablo_Picasso,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0358,Paustovsky,Konstantin,en,male,0,1892,1968,,SP0030,,,,https://en.wikipedia.org/wiki/Konstantin_Paustovsky,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0358,Паусто́вский,Константи́н,ru,male,0,1892,1968,,SP0030,,,,https://en.wikipedia.org/wiki/Konstantin_Paustovsky,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0358,帕乌斯托夫斯基,康斯坦丁,zh,male,0,1892,1968,,SP0030,,,,https://en.wikipedia.org/wiki/Konstantin_Paustovsky,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0359,Ma,Xinglin,en,unknown,3,XXXX,XXXX,,SP0436,,,,W0476,542,,,,2018-06-11,MG,2020-04-02,DP
AG0360,Pasternak,Boris Leonidovich,en,male,0,1890,1960,,SP0030,,,,https://en.wikipedia.org/wiki/Boris_Pasternak,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0360,Пастерна́к,Бори́с Леони́дович,ru,male,0,1890,1960,,SP0030,,,,https://en.wikipedia.org/wiki/Boris_Pasternak,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0360,帕斯捷尔纳克,鲍里斯 列昂尼多维奇,zh,male,0,1890,1960,,SP0030,,,,https://en.wikipedia.org/wiki/Boris_Pasternak,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0361,Paganini,Niccolò,it,male,0,1782,1840,,SP0263,,,,https://en.wikipedia.org/wiki/Niccol%C3%B2_Paganini,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0361,帕格尼尼,尼可罗,zh,male,0,1782,1840,,SP0263,,,,https://en.wikipedia.org/wiki/Niccol%C3%B2_Paganini,ONLINE SOURCE,,,,2018-06-11,MG,2020-04-02,DP
AG0362,Kant,Immanuel,de,male,0,1724,1804,,SP0264,,,,https://en.wikipedia.org/wiki/Immanuel_Kant,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0362,康德,伊曼努尔,zh,male,0,1724,1804,,SP0264,,,,https://en.wikipedia.org/wiki/Immanuel_Kant,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0363,Kapoor,Raj,en,male,0,1924,1988,,SP0265,,,,https://en.wikipedia.org/wiki/Raj_Kapoor,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0363,कपूर,राज,hi,male,0,1924,1988,,SP0265,,,,https://en.wikipedia.org/wiki/Raj_Kapoor,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0363,卡浦爾,拉吉,zh,male,0,1924,1988,,SP0265,,,,https://en.wikipedia.org/wiki/Raj_Kapoor,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0364,Kassil,Lev,en,male,0,1905,1970,,SP0266,,,,https://en.wikipedia.org/wiki/Lev_Kassil,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0364,Касси́ль,Лев,ru,male,0,1905,1970,,SP0266,,,,https://en.wikipedia.org/wiki/Lev_Kassil,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0364,卡西里,列夫,zh,male,0,1905,1970,,SP0266,,,,https://en.wikipedia.org/wiki/Lev_Kassil,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0365,Hart,B. H. Liddell,en,male,0,1895,1970,,SP0050,,,,https://en.wikipedia.org/wiki/B._H._Liddell_Hart,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0365,哈特,B·H·李德,zh,male,0,1895,1970,,SP0050,,,,https://en.wikipedia.org/wiki/B._H._Liddell_Hart,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0366,Kern,Jerome,en,male,0,1885,1945,,SP0053,,,,https://en.wikipedia.org/wiki/Jerome_Kern,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0366,克尔恩,杰罗姆,zh,male,0,1885,1945,,SP0053,,,,https://en.wikipedia.org/wiki/Jerome_Kern,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0367,Hammerstein II,Oscar,en,male,0,1895,1960,,SP0053,,,,https://en.wikipedia.org/wiki/Oscar_Hammerstein_II,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0367,漢默斯坦二世,奧斯卡,zh,male,0,1895,1960,,SP0053,,,,https://en.wikipedia.org/wiki/Oscar_Hammerstein_II,ONLINE SOURCE,,,,2018-06-12,MG,2020-04-02,DP
AG0368,Lei,Feng,en,male,0,1940,1962,,SP0267,,,,https://en.wikipedia.org/wiki/Lei_Feng,ONLINE SOURCE,,,,2018-06-19,MG,2020-04-02,DP
AG0368,雷,峰,zh,male,0,1940,1962,,SP0267,,,,https://en.wikipedia.org/wiki/Lei_Feng,ONLINE SOURCE,,,,2018-06-19,MG,2020-04-02,DP
AG0369,Lu,Shu Jiang,en,unknown,3,XXXX,XXXX,,SP0436,,,,W0511,,,,,2018-06-19,MG,2020-04-02,DP
AG0370,Li,Jieren,en,male,0,1891,1962,,SP0007,,,,https://en.wikipedia.org/wiki/Li_Jieren,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0370,李,劼人,zh,male,0,1891,1962,,SP0007,,,,https://en.wikipedia.org/wiki/Li_Jieren,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0371,Li,Qingzhao,en,female,0,1084,1155..1156,,SP0155,,,,https://en.wikipedia.org/wiki/Li_Qingzhao,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0371,李,清照,zh,female,0,1084,1155..1156,,SP0155,,,,https://en.wikipedia.org/wiki/Li_Qingzhao,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0372,Li,Jun,en,male,0,1922,2013,,SP0379,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E4%BF%8A_(%E5%AF%BC%E6%BC%94),ONLINE SOURCE,,,Third source: https://baike.baidu.com/item/%E6%9D%8E%E4%BF%8A/3035887,2018-06-25,MG,2020-04-02,DP
AG0372,李,俊,zh,male,0,1922,2013,,SP0379,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E4%BF%8A_(%E5%AF%BC%E6%BC%94),ONLINE SOURCE,,,Third source: https://baike.baidu.com/item/%E6%9D%8E%E4%BF%8A/3035887,2018-06-25,MG,2020-04-02,DP
AG0373,Feng,Jicai,en,male,3,1942,XXXX,,SP0021,,,,https://en.wikipedia.org/wiki/Feng_Jicai,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0373,冯,骥才,zh,male,3,1942,XXXX,,SP0021,,,,https://en.wikipedia.org/wiki/Feng_Jicai,ONLINE SOURCE,,,,2018-06-25,MG,2020-04-02,DP
AG0374,A,Cheng,en,unknown,3,XXXX,XXXX,,SP0436,,,,W0414,,W0511,,,2018-06-26,MG,2020-04-02,DP
AG0374,阿,城,zh,unknown,3,XXXX,XXXX,,SP0436,,,,W0414,,W0511,,,2018-06-26,MG,2020-04-02,DP
AG0375,Luo,Guangbin,en,male,3,1926,1967,,SP0015,,,,https://zh.wikipedia.org/wiki/%E7%BD%97%E5%B9%BF%E6%96%8C,ONLINE SOURCE,,,,2018-06-28,MG,2020-04-02,DP
AG0375,罗,广斌,zh,male,3,1926,1967,,SP0015,,,,https://zh.wikipedia.org/wiki/%E7%BD%97%E5%B9%BF%E6%96%8C,ONLINE SOURCE,,,,2018-06-28,MG,2020-04-02,DP
AG0376,García Lorca,Federico,es,male,0,1898,1936,,SP0269,,,,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca,ONLINE SOURCE,,,,2018-06-28,MG,2020-04-02,DP
AG0376,加西亚 洛尔卡,费德里戈,zh,male,0,1898,1936,,SP0269,,,,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca,ONLINE SOURCE,,,,2018-06-28,MG,2020-04-02,DP
AG0377,Osborne,John,en,male,0,1929,1994,,SP0039,,,,https://en.wikipedia.org/wiki/John_Osborne,ONLINE SOURCE,,,,2018-07-03,MG,2020-04-02,DP
AG0377,奥斯本,,zh,male,0,1929,1994,,SP0039,,,,https://en.wikipedia.org/wiki/John_Osborne,ONLINE SOURCE,,,,2018-07-03,MG,2020-04-02,DP
