work_id,old_id,creator,type,type_num,language,commentary,note,created,created_by,last_modified,last_modified_by
W0175,PS00345,AG0330,PS,00345,en,first published 1979 in Taibei,,2018-05-22,MG,2020-04-05,DP
W0176,PS00346,AG0331,PS,00346,en,and AG0332,,2018-05-22,MG,2020-04-05,DP
W0177,PS00347,AG0333,PS,00347,fr,,,2018-05-22,MG,2020-04-05,DP
W0178,PS00348,AG0334,PS,00348,de,,,2018-05-22,MG,2020-04-05,DP
W0179,PS00349,AG0336,PS,00349,en,,,2018-05-28,MG,2020-04-05,DP
W0180,PS00350,AG0342,PS,00350,fr,,,2018-05-28,MG,2020-04-05,DP
W0181,PS00351,AG0342,PS,00351,fr,,,2018-05-29,MG,2020-04-05,DP
W0182,PS00352,AG0345,PS,00352,en,earlier editions were published in Taipei in 1955,,2018-06-01,MG,2020-04-05,DP
W0183,PS00353,AG0346,PS,00353,fr,,,2018-06-01,MG,2020-04-05,DP
W0184,PS00354,AG0347,PS,00354,en,,,2018-06-01,MG,2020-04-05,DP
W0185,PS00355,AG0286,PS,00355,en,first russian publication in 1825,,2018-06-04,MG,2020-04-05,DP
W0186,PS00356,AG0286,PS,00356,en,,,2018-06-04,MG,2020-04-05,DP
W0187,PS00357,AG0286,PS,00357,en,,,2018-06-04,MG,2020-04-05,DP
W0188,PS00358,AG0348,PS,00358,en,,,2018-06-04,MG,2020-04-05,DP
W0189,PS00359,AG0351,PS,00359,en,,,2018-06-05,MG,2020-04-05,DP
W0190,PS00360,AG0352,PS,00360,en,,,2018-06-05,MG,2020-04-05,DP
W0191,PS00361,AG0383,PS,00361,en,,,2018-05-31,DM,2020-04-05,DP
W0192,PS00362,AG0385,PS,00362,fr,,,2018-05-31,DM,2020-04-05,DP
W0193,PS00363,AG0386,PS,00363,en,,,2018-05-31,DM,2020-04-05,DP
W0194,PS00364,AG0386,PS,00364,en,,,2018-05-31,DM,2020-04-05,DP
W0195,PS00365,AG0387,PS,00365,de,,,2018-05-31,DM,2020-04-05,DP
W0196,PS00366,AG0391,PS,00366,en,,,2018-05-31,DM,2020-04-05,DP
W0197,PS00367,AG0301,PS,00367,en,,,2018-05-31,DM,2020-04-05,DP
W0198,PS00368,AG0256,PS,00368,en,,,2018-06-01,DM,2020-04-05,DP
W0199,PS00369,AG0395,PS,00369,en,,,2018-06-01,DM,2020-04-05,DP
W0200,PS00370,AG0398,PS,00370,en,,,2018-08-06,DM,2020-04-05,DP
W0201,PS00371,AG0401,PS,00371,en,The book was published in the USSR in 1956/57. It took only two years for it to be translated and published in China.,,2018-08-06,DM,2020-04-05,DP
W0202,PS00372,AG0402,PS,00372,en,Title translation needed.,,2018-11-15,DM,2020-04-05,DP
W0203,PS00373,AG0403,PS,00373,en,,,2018-11-15,DM,2020-04-05,DP
W0204,PS00374,AG0403,PS,00374,en,Translated by project member.,,2018-11-15,DM,2020-04-05,DP
W0205,PS00375,AG0404,PS,00375,en,Official English translation missing.,,2018-11-17,DM,2020-04-05,DP
W0206,PS00376,AG0405,PS,00376,en,,,2018-11-17,DM,2020-04-05,DP
W0207,PS00377,AG0406,PS,00377,en,,,2018-11-17,DM,2020-04-05,DP
W0208,PS00379,AG0410,PS,00379,de,,,2019-01-08,DM,2020-04-05,DP
W0209,PS00380,AG0169,PS,00380,en,,,2019-01-08,DM,2020-04-05,DP
W0210,PS00381,AG0412,PS,00381,en,,,2019-01-08,DM,2020-04-05,DP
W0211,PS00382,AG0264,PS,00382,en,,,2019-01-08,DM,2020-04-05,DP
W0212,PS00383,AG0413,PS,00383,en,,,2019-01-08,DM,2020-04-05,DP
W0213,PS00384,AG0414,PS,00384,en,,,2019-01-08,DM,2020-04-05,DP
W0214,PS00385,AG0414,PS,00385,en,,,2019-01-08,DM,2020-04-05,DP
W0215,PS00386,AG0416,PS,00386,en,,,2019-01-08,DM,2020-04-05,DP
W0216,PS00387,AG0417,PS,00387,en,,,2019-01-08,DM,2020-04-05,DP
W0217,PS00401,AG0443,PS,00401,fr,,,2018-04-26,WH,2020-04-05,DP
W0218,PS00402,AG0444,PS,00402,de,,,2018-04-26,WH,2020-04-05,DP
W0219,PS00403,AG0168,PS,00403,en,,,2018-05-02,WH,2020-04-05,DP
W0220,PS00404,AG0168,PS,00404,zh,,,2018-05-03,WH,2020-04-05,DP
W0221,PS00405,AG0420,PS,00405,en,,,2018-05-03,WH,2020-04-05,DP
W0222,PS00406,AG0421,PS,00406,en,,,2018-05-03,WH,2020-04-05,DP
W0223,PS00407,AG0423,PS,00407,en,,,2018-06-21,WH,2020-04-05,DP
W0224,PS00408,AG0054,PS,00408,en,,,2018-06-21,WH,2020-04-05,DP
W0225,PS00409,AG0424,PS,00409,en,,,2018-07-09,WH,2020-04-05,DP
W0226,PS00410,AG0054,PS,00410,en,,,2018-07-09,WH,2020-04-05,DP
W0227,PS00411,AG0054,PS,00411,en,,,2018-07-10,WH,2020-04-05,DP
W0228,PS00412,AG0054,PS,00412,en,,,2018-07-10,WH,2020-04-05,DP
W0229,PS00413,AG0425,PS,00413,en,,,2018-07-10,WH,2020-04-05,DP
W0230,PS00414,AG0237,PS,00414,en,,,2018-07-12,WH,2020-04-05,DP
W0231,PS00451,AG0352,PS,00451,en,,,2018-06-05,MG,2020-04-05,DP
W0232,PS00452,AG0353,PS,00452,zh,,,2018-06-05,MG,2020-04-05,DP
W0233,PS00453,AG0354,PS,00453,en,,,2018-06-06,MG,2020-04-05,DP
W0234,PS00454,AG0358,PS,00454,en,,,2018-06-11,MG,2020-04-05,DP
W0235,PS00455,AG0358,PS,00455,en,,,2018-06-11,MG,2020-04-05,DP
W0236,PS00456,AG0360,PS,00456,en,,,2018-06-11,MG,2020-04-05,DP
W0237,PS00457,AG0364,PS,00457,en,,,2018-06-12,MG,2020-04-05,DP
W0238,PS00458,AG0204,PS,00458,en,,,2018-06-12,MG,2020-04-05,DP
W0239,PS00459,AG0368,PS,00459,en,,,2018-06-19,MG,2020-04-05,DP
W0240,PS00460,AG0370,PS,00460,en,,,2018-06-25,MG,2020-04-05,DP
W0241,PS00461,AG0059,PS,00461,en,,,2018-06-25,MG,2020-04-05,DP
W0242,PS00462,AG0001,PS,00462,zh,http://www.ziyexing.com/luxun/luxun_zw_hgj_12.htm,,2018-06-26,MG,2020-04-05,DP
W0243,PS00463,AG0001,PS,00463,en,written in 1925,,2018-06-26,MG,2020-04-05,DP
W0244,PS00464,AG0626,PS,00464,zh,,,2018-06-26,MG,2020-04-05,DP
W0245,PS00465,AG0001,PS,00465,en,Written 1926-04-01,,2018-06-28,MG,2020-04-05,DP
W0246,PS00466,AG0375,PS,00466,en,,,2018-06-28,MG,2020-04-05,DP
W0247,PS00467,AG0377,PS,00467,en,,,2018-07-03,MG,2020-04-05,DP
W0248,PS00468,AG0382,PS,00468,en,,,2018-07-04,MG,2020-04-05,DP
W0249,PS00469,AG0429,PS,00469,en,,,2018-07-09,MG,2020-04-05,DP
W0250,PS00470,AG0150,PS,00470,en,written in 1963,,2018-07-10,MG,2020-04-05,DP
W0251,PS00471,AG0150,PS,00471,en,,,2018-07-10,MG,2020-04-05,DP
W0252,PS00472,AG0150,PS,00472,en,,,2018-07-10,MG,2020-04-05,DP
W0253,PS00473,AG0150,PS,00473,en,written in 1935,,2018-07-10,MG,2020-04-05,DP
W0254,PS00474,AG0150,PS,00474,en,,,2018-07-10,MG,2020-04-05,DP
W0255,PS00475,AG0150,PS,00475,en,,,2018-07-10,MG,2020-04-05,DP
W0256,PS00476,AG0150,PS,00476,en,,,2018-07-10,MG,2020-04-05,DP
W0257,PS00477,AG0432,PS,00477,en,,,2018-07-13,MG,2020-04-05,DP
W0258,PS00478,AG0157,PS,00478,de,,,2018-07-13,MG,2020-04-05,DP
W0259,PS00479,AG0157,PS,00479,de,,,2018-07-13,MG,2020-04-05,DP
W0260,PS00480,AG0157,PS,00480,de,,,2018-07-13,MG,2020-04-05,DP
W0261,PS00481,AG0434,PS,00481,fr,,,2018-07-17,MG,2020-04-05,DP
W0262,PS00482,AG0427,PS,00482,de,,,2018-07-17,MG,2020-04-05,DP
W0263,PS00483,AG0437,PS,00483,fr,,,2018-07-20,MG,2020-04-05,DP
W0264,PS00484,AG0439,PS,00484,en,,,2018-07-20,MG,2020-04-05,DP
W0265,PS00485,AG0440,PS,00485,fr,,,2018-07-23,MG,2020-04-05,DP
W0266,PS00486,AG0447,PS,00486,en,Translated by project member.,,2018-07-30,MG,2020-04-05,DP
W0267,PS00487,AG0448,PS,00487,en,,,2018-08-16,MG,2020-04-05,DP
W0268,PS00488,AG0449,PS,00488,en,,,2018-08-16,MG,2020-04-05,DP
W0269,PS00489,AG0203,PS,00489,en,,,2018-10-16,LH,2020-04-05,DP
W0270,PS00490,AG0626,PS,00490,en,Translated by project member.,,2018-10-24,MG,2020-04-05,DP
W0271,PS00491,AG0626,PS,00491,en,Translated by project member.,,2018-10-24,MG,2020-04-05,DP
W0272,PS00492,AG0626,PS,00492,en,Translated by project member.,,2018-10-24,MG,2020-04-05,DP
W0273,PS00493,AG0626,PS,00493,en,Translated by project member.,,2018-10-24,MG,2020-04-05,DP
W0274,PS00632,AG0626,PS,00632,zh,,,2018-10-24,MG,2020-04-05,DP
W0275,PS00494,AG0467,PS,00494,en,the poem was written in 1927,,2018-11-14,MG,2020-04-05,DP
W0276,PS00500,AG0626,PS,00500,en,,,2018-11-03,WH,2020-04-05,DP
W0277,PS00501,AG0626,PS,00501,en,Translated by project member.,,2018-11-03,WH,2020-04-05,DP
W0278,PS00502,AG0626,PS,00502,en,Translated by project member.,,2018-11-03,WH,2020-04-05,DP
W0279,PS00503,AG0626,PS,00503,en,Translated by project member.,,2018-11-03,WH,2020-04-05,DP
W0280,PS00504,AG0626,PS,00504,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
