work_id,old_id,creator,type,type_num,language,commentary,note,created,created_by,last_modified,last_modified_by
W0026,PS00064,P0009,PS,00064,en,Translated by project member,,2017-09-06,MG,2020-04-02,DP
W0027,PS00065,P0009,PS,00065,en,Translated by project member,,2017-09-08,MG,2020-04-02,DP
W0028,PS00066,P0009,PS,00066,en,Translated by project member,,2017-09-08,MG,2020-04-02,DP
W0029,PS00067,P0009,PS,00067,en,this poem was written between 1979 and 1983. published in Bei Dao Shi Xuan in 1986,,2017-09-08,MG,2020-04-02,DP
W0030,PS00068,P0009,PS,00068,en,this poem was written between 1970 and 1978. published in Bei Dao Shi Xuan in 1986,,2017-09-08,MG,2020-04-02,DP
W0031,PS00069,P0009,PS,00069,en,this poem was written between 1979 and 1983. published in Bei Dao Shi Xuan in 1986,,2017-09-08,MG,2020-04-02,DP
W0032,PS00070,P0099,PS,00070,en,http://blog.boxun.com/hero/201410/blqwz/1_1.shtml. Translated by project member,,2017-09-15,MG,2020-04-02,DP
W0033,PS00071,P0133,PS,00071,en,Translated by project member,,2017-09-15,MG,2020-04-02,DP
W0034,PS00072,P0133,PS,00072,en,Translated by project member,,2017-09-15,MG,2020-04-02,DP
W0035,PS00073,P0105,PS,00073,en,,,2017-09-15,MG,2020-04-02,DP
W0036,PS00074,P0145,PS,00074,en,,,2017-09-22,MG,2020-04-02,DP
W0037,PS00076,P0151,PS,00076,fr,Translated by Meng An 孟安.,,2017-09-22,MG,2020-04-02,DP
W0038,PS00077,P0152,PS,00077,en,,,2017-09-22,MG,2020-04-02,DP
W0039,PS00078,P0157,PS,00078,zh,,,2017-09-24,CW,2020-04-02,DP
W0040,PS00082,P0158,PS,00082,en,,,2017-09-27,MG,2020-04-02,DP
W0041,PS00083,P0159,PS,00083,en,Original publication 1896,,2017-09-27,MG,2020-04-02,DP
W0042,PS00084,P0132,PS,00084,en,Translated by project member,,2017-09-29,MG,2020-04-02,DP
W0043,PS00085,P0161,PS,00085,en,Original publication 1863,,2017-09-29,MG,2020-04-02,DP
W0044,PS00087,P0174,PS,00087,en,,,2018-04-18,MG,2020-04-02,DP
W0045,PS00088,P0194,PS,00088,en,,,2017-12-23,OS,2020-04-02,DP
W0046,PS00089,P0191,PS,00089,en,,,2017-12-23,OS,2020-04-02,DP
W0047,PS00090,P0192,PS,00090,en,,,2018-04-25,MG,2020-04-02,DP
W0048,PS00091,P0193,PS,00091,en,,,2018-04-25,MG,2020-04-02,DP
W0049,PS00092,I0004,PS,00092,en,,,2018-04-25,MG,2020-04-02,DP
W0050,PS00093,P0181,PS,00093,de,,,2018-04-25,MG,2020-04-02,DP
W0051,PS00094,P0181,PS,00094,de,,,2018-04-25,MG,2020-04-02,DP
W0052,PS00095,P0181,PS,00095,de,,,2018-04-25,MG,2020-04-02,DP
W0053,PS00096,P0182,PS,00096,en,,,2018-04-25,MG,2020-04-02,DP
W0054,PS00097,P0183,PS,00097,en,,,2018-04-25,MG,2020-04-02,DP
W0055,PS00098,P0186,PS,00098,en,,,2018-04-25,MG,2020-04-02,DP
W0056,PS00099,P0185,PS,00099,en,,,2018-04-25,MG,2020-04-02,DP
W0057,PS00100,P0187,PS,00100,en,,,2018-04-25,MG,2020-04-02,DP
W0058,PS00101,P0184,PS,00101,en,,,2018-04-25,MG,2020-04-02,DP
W0059,PS00102,P0179,PS,00102,en,This is the title Song Yongyi assumes was the original. It could also be Khrushchev Remembers: The last testament.,,2017-10-08,MG,2020-04-02,DP
W0060,PS00105,P0176,PS,00105,en,,,2017-10-08,MG,2020-04-02,DP
W0061,PS00106,P0160,PS,00106,en,,,2017-10-08,MG,2020-04-02,DP
W0062,PS00107,P0160,PS,00107,en,,,2017-10-08,MG,2020-04-02,DP
W0063,PS00121,P0188,PS,00121,en,,,2017-12-14,MG,2020-04-02,DP
W0064,PS00122,P0189,PS,00122,en,,,2017-12-14,MG,2020-04-02,DP
W0065,PS00125,P0190,PS,00125,en,,,2017-12-19,MG,2020-04-02,DP
W0066,PS00126,P0999,PS,00126,en,,,2017-12-19,MG,2020-04-02,DP
W0067,PS00164,P0001,PS,00164,en,,,2018-01-29,MG,2020-04-02,DP
W0068,PS00168,P0228,PS,00168,en,,,2018-02-02,OS,2020-04-02,DP
W0069,PS00180,P0635,PS,00180,en,,,2018-01-23,OS,2020-04-02,DP
W0070,PS00181,P0635,PS,00181,en,Vol.1-4 1962-1964 and  vol.3-4 1979,,2018-01-23,OS,2020-04-02,DP
W0071,PS00182,P0636,PS,00182,en,,,2018-01-24,OS,2020-04-02,DP
W0072,PS00183,P0637,PS,00183,en,Translated by project member,,2018-01-24,OS,2020-04-02,DP
W0073,PS00184,P0637,PS,00184,en,Translated by project member,,2018-01-24,OS,2020-04-02,DP
W0074,PS00186,P0638,PS,00186,de,there were many editions of this work before and after the founding of the PRC,,2018-01-24,OS,2020-04-02,DP
W0075,PS00187,P0638,PS,00187,de,,,2018-01-24,OS,2020-04-02,DP
W0076,PS00188,P0639,PS,00188,en,,,2018-01-25,OS,2020-04-02,DP
W0077,PS00191,P0192,PS,00191,en,,,2018-01-25,OS,2020-04-02,DP
W0078,PS00194,P0231,PS,00194,en,,,2018-02-02,OS,2020-04-02,DP
W0079,PS00198,P0232,PS,00198,en,,,2018-02-05,OS,2020-04-02,DP
W0080,PS00199,P0233,PS,00199,en,,,2018-02-05,OS,2020-04-02,DP
W0081,PS00200,P0233,PS,00200,en,,,2018-02-05,OS,2020-04-02,DP
W0082,PS00201,P0234,PS,00201,en,It seems that there was no early PRC edition of the Canon.,,2018-02-05,OS,2020-04-02,DP
W0083,PS00202,P0235,PS,00202,de,,,2018-02-06,OS,2020-04-02,DP
W0084,PS00203,P0236,PS,00203,fr,An early PRC edition could not be found,,2018-02-06,OS,2020-04-02,DP
W0085,PS00206,P0023,PS,00206,en,written in 1967. not officially published,,2018-02-09,OS,2020-04-02,DP
W0086,PS00207,P0178,PS,00207,en,,,2018-02-11,OS,2020-04-02,DP
W0087,PS00208,P0071,PS,00208,en,never officially published?,,2018-02-11,OS,2020-04-02,DP
W0088,PS00209,P0240,PS,00209,en,,,2018-02-11,OS,2020-04-02,DP
W0089,PS00210,P0241,PS,00210,fr,,,2018-02-11,OS,2020-04-02,DP
W0090,PS00211,P0012,PS,00211,zh,circulation started in the early 1970s probably 1972,,2018-02-12,OS,2020-04-02,DP
W0091,PS00212,P0242,PS,00212,fr,Not part of the neibu translations. Published in 1897 and forbidden after 1949,,2018-02-12,OS,2020-04-02,DP
W0092,PS00213,P0103,PS,00213,en,It exists a neibu edition from 1959 (published in Shanghai wenyi chubanshe). In how far these two editions differ remains unclear.,,2018-02-12,OS,2020-04-02,DP
W0093,PS00215,P0243,PS,00215,en,Translator seems to have access to the  original long before publication date of the Chinese translations,,2018-02-13,OS,2020-04-02,DP
W0094,PS00217,P0246,PS,00217,de,,,2018-02-13,OS,2020-04-02,DP
W0095,PS00218,P0248,PS,00218,en,,,2018-02-13,OS,2020-04-02,DP
W0096,PS00219,P0249,PS,00219,en,,,2018-02-13,OS,2020-04-02,DP
W0097,PS00220,P0250,PS,00220,en,Based on the first spanish edition of 1968,,2018-02-13,OS,2020-04-02,DP
W0098,PS00221,P0251,PS,00221,en,First published 1963 in Colombo,,2018-02-13,OS,2020-04-02,DP
W0099,PS00222,P0019,PS,00222,en,The poem was written in 1968,,2018-02-13,OS,2020-04-02,DP
W0100,PS00223,P0019,PS,00223,en,Translated by project member. The poem was written in 1968,,2018-02-13,OS,2020-04-02,DP
W0101,PS00224,P0019,PS,00224,en,The poem was written in 1968,,2018-02-13,OS,2020-04-02,DP
W0102,PS00225,P0019,PS,00225,en,The poems were written between 1965-1968,,2018-02-13,OS,2020-04-02,DP
W0103,PS00226,P0253,PS,00226,zh,The poems were written between 1960-1962,,2018-02-13,OS,2020-04-02,DP
W0104,PS00227,P0254,PS,00227,en,,,2018-02-14,OS,2020-04-02,DP
W0105,PS00228,P0255,PS,00228,en,,,2018-02-14,OS,2020-04-02,DP
W0106,PS00229,P0256,PS,00229,en,One of the poems which captured the atmosphere among leaving Zhiqing the best,,2018-02-14,OS,2020-04-02,DP
W0107,PS00230,P0256,PS,00230,zh,,,2018-02-14,OS,2020-04-02,DP
W0108,PS00231,P0257,PS,00231,en,,,2018-02-14,OS,2020-04-02,DP
W0109,PS00232,P0258,PS,00232,en,,,2018-02-14,OS,2020-04-02,DP
W0110,PS00233,P0259,PS,00233,en,Chen Danqing claims that this book was popular among Zhiqing. We however could not find an earlier Chinese edition than 1981.,,2018-02-14,OS,2020-04-02,DP
W0111,PS00234,P0260,PS,00234,en,,,2018-02-14,OS,2020-04-02,DP
W0112,PS00236,P0261,PS,00236,en,,,2018-02-15,OS,2020-04-02,DP
W0113,PS00237,P0262,PS,00237,en,Translated from French by Huang Yushi 黄雨石,,2018-02-15,OS,2020-04-02,DP
W0114,PS00239,P0264,PS,00239,en,,,2018-02-16,OS,2020-04-02,DP
W0115,PS00241,P0228,PS,00241,en,Translated by 张志强 and 陈世民,,2018-02-16,OS,2020-04-02,DP
W0116,PS00242,P0265,PS,00242,en,,,2018-02-16,OS,2020-04-02,DP
W0117,PS00243,P0267,PS,00243,en,,,2018-02-16,OS,2020-04-02,DP
W0118,PS00244,P0268,PS,00244,en,among the first neibu publications from the 1970s,,2018-02-19,OS,2020-04-02,DP
W0119,PS00245,P0268,PS,00245,ru,among the first neibu publications from the 1970s,,2018-02-19,OS,2020-04-02,DP
W0120,PS00246,P0269,PS,00246,en,,,2018-02-19,OS,2020-04-02,DP
W0121,PS00247,P0270,PS,00247,en,Gao Hua mentioned that this book was translated into Chinese in Shanghai in the late 1940s. Worldcat records an early edition with 1946 as the conceivable date of publication. Except for the translator 勤宣 no further details are given though.,,2018-02-19,OS,2020-04-02,DP
W0122,PS00248,P0271,PS,00248,en,,,2018-02-19,OS,2020-04-02,DP
W0123,PS00249,P0182,PS,00249,en,Original date of publication: 1917,,2018-02-20,OS,2020-04-02,DP
W0124,PS00250,P0272,PS,00250,en,,,2018-02-27,OS,2020-04-02,DP
W0125,PS00252,P0275,PS,00252,en,,,2018-02-28,OS,2020-04-02,DP
W0126,PS00253,P0278,PS,00253,en,First published in a newspaper. Printed as a book in 1979.,,2018-02-28,OS,2020-04-02,DP
W0127,PS00254,P0280,PS,00254,en,,,2018-03-06,MG,2020-04-02,DP
W0128,PS00255,P0280,PS,00255,en,,,2018-03-06,MG,2020-04-02,DP
W0129,PS00257,P0001,PS,00257,en,,,2018-03-09,MG,2020-04-02,DP
W0130,PS00258,P0285,PS,00258,en,,,2018-03-09,MG,2020-04-02,DP
W0131,PS00259,P0286,PS,00259,en,First translated into English as All Men are Brothers by Pearl S. Buck,,2018-03-12,MG,2020-04-02,DP
W0132,PS00260,P0287,PS,00260,en,,,2018-03-12,MG,2020-04-02,DP
W0133,PS00261,P0288,PS,00261,fr,,,2018-03-12,MG,2020-04-02,DP
W0134,PS00263,P0290,PS,00263,en,,,2018-03-13,MG,2020-04-02,DP
W0135,PS00264,P0294,PS,00264,en,a textbook that Wu had from Manchester college days,,2018-03-13,MG,2020-04-02,DP
W0136,PS00266,P0298,PS,00266,en,,,2018-03-13,MG,2020-04-02,DP
W0137,PS00267,P0297,PS,00267,en,,,2018-03-13,MG,2020-04-02,DP
W0138,PS00268,P0296,PS,00268,en,,,2018-03-13,MG,2020-04-02,DP
W0139,PS00269,P0290,PS,00269,en,,,2018-03-13,MG,2020-04-02,DP
W0140,PS00270,P0295,PS,00270,en,The Story of Doctor Norman Bethune,,2018-03-13,MG,2020-04-02,DP
W0141,PS00271,P0299,PS,00271,en,,,2018-03-17,WH,2020-04-02,DP
W0142,PS00272,P0302,PS,00272,zh,,,2018-03-28,WH,2020-04-02,DP
W0143,PS00273,P0303,PS,00273,en,,,2018-03-28,WH,2020-04-02,DP
W0144,PS00274,P0236,PS,00274,en,It was also translated as 续侠隐记.,,2018-04-06,WH,2020-04-02,DP
W0145,PS00275,P0236,PS,00275,en,,,2018-04-11,WH,2020-04-02,DP
W0146,PS00276,P0304,PS,00276,en,,,2018-04-11,WH,2020-04-02,DP
W0147,PS00290,P0256,PS,00290,en,,,2018-03-17,MG,2020-04-02,DP
W0148,PS00291,P0256,PS,00291,zh,,,2018-03-17,MG,2020-04-02,DP
W0149,PS00292,P0321,PS,00292,en,,,2018-03-17,MG,2020-04-02,DP
W0150,PS00297,P0092,PS,00297,fr,,,2018-03-23,MG,2020-04-02,DP
W0151,PS00298,P0330,PS,00298,en,,,2018-03-27,MG,2020-04-02,DP
W0152,PS00299,P0331,PS,00299,en,,,2018-03-27,MG,2020-04-02,DP
W0153,PS00300,P0332,PS,00300,en,also known as ‘The Nineteen’,,2018-03-27,MG,2020-04-02,DP
W0154,PS00301,P0174,PS,00301,en,,,2018-03-27,MG,2020-04-02,DP
W0155,PS00307,P0335,PS,00307,en,,,2018-04-03,MG,2020-04-02,DP
W0156,PS00309,P0337,PS,00309,en,,,2018-04-03,MG,2020-04-02,DP
W0157,PS00310,P0337,PS,00310,en,,,2018-04-03,MG,2020-04-02,DP
W0158,PS00311,P0338,PS,00311,en,,,2018-04-05,MG,2020-04-02,DP
W0159,PS00328,P0346,PS,00328,en,,,2018-04-13,MG,2020-04-02,DP
W0160,PS00330,P0323,PS,00330,en,,,2018-04-13,MG,2020-04-02,DP
W0161,PS00331,P0323,PS,00331,en,,,2018-04-13,MG,2020-04-02,DP
W0162,PS00332,P0323,PS,00332,en,,,2018-04-13,MG,2020-04-02,DP
W0163,PS00333,P0347,PS,00333,en,,,2018-04-13,MG,2020-04-02,DP
W0164,PS00334,P0349,PS,00334,en,,,2018-05-07,MG,2020-04-02,DP
W0165,PS00335,P0350,PS,00335,en,,,2018-05-08,MG,2020-04-02,DP
W0166,PS00336,P0350,PS,00336,en,,,2018-05-08,MG,2020-04-02,DP
W0167,PS00337,P0351,PS,00337,en,,,2018-05-08,MG,2020-04-02,DP
W0168,PS00338,P0352,PS,00338,en,,,2018-05-08,MG,2020-04-02,DP
W0169,PS00339,P0355,PS,00339,zh,,,2018-05-14,MG,2020-04-02,DP
W0170,PS00340,P0356,PS,00340,zh,,,2018-05-14,MG,2020-04-02,DP
W0171,PS00341,P0357,PS,00341,fr,,,2018-05-15,MG,2020-04-02,DP
W0172,PS00342,P0360,PS,00342,en,,,2018-05-15,MG,2020-04-02,DP
W0173,PS00343,P0361,PS,00343,zh,,,2018-05-15,MG,2020-04-02,DP
W0174,PS00344,P0367,PS,00344,en,Translated by project member,,2018-05-22,MG,2020-04-02,DP
W0175,PS00345,P0368,PS,00345,en,first published 1979 in Taibei,,2018-05-22,MG,2020-04-02,DP
W0176,PS00346,P0369,PS,00346,en,and P0370,,2018-05-22,MG,2020-04-02,DP
W0177,PS00347,P0371,PS,00347,fr,,,2018-05-22,MG,2020-04-02,DP
W0178,PS00348,P0372,PS,00348,de,,,2018-05-22,MG,2020-04-02,DP
W0179,PS00349,P0374,PS,00349,en,,,2018-05-28,MG,2020-04-02,DP
W0180,PS00350,P0380,PS,00350,fr,,,2018-05-28,MG,2020-04-02,DP
W0181,PS00351,P0380,PS,00351,fr,,,2018-05-29,MG,2020-04-02,DP
W0182,PS00352,P0383,PS,00352,en,earlier editions were published in Taipei in 1955,,2018-06-01,MG,2020-04-02,DP
W0183,PS00353,P0384,PS,00353,fr,,,2018-06-01,MG,2020-04-02,DP
W0184,PS00354,P0385,PS,00354,en,,,2018-06-01,MG,2020-04-02,DP
W0185,PS00355,P0324,PS,00355,en,first russian publication in 1825,,2018-06-04,MG,2020-04-02,DP
W0186,PS00356,P0324,PS,00356,en,,,2018-06-04,MG,2020-04-02,DP
W0187,PS00357,P0324,PS,00357,en,,,2018-06-04,MG,2020-04-02,DP
W0188,PS00358,P0386,PS,00358,en,,,2018-06-04,MG,2020-04-02,DP
W0189,PS00359,P0389,PS,00359,en,,,2018-06-05,MG,2020-04-02,DP
W0190,PS00360,P0390,PS,00360,en,,,2018-06-05,MG,2020-04-02,DP
W0191,PS00361,P0421,PS,00361,en,,,2018-05-31,DM,2020-04-02,DP
W0192,PS00362,P0423,PS,00362,fr,,,2018-05-31,DM,2020-04-02,DP
W0193,PS00363,P0424,PS,00363,en,,,2018-05-31,DM,2020-04-02,DP
W0194,PS00364,P0424,PS,00364,en,,,2018-05-31,DM,2020-04-02,DP
W0195,PS00365,P0425,PS,00365,de,,,2018-05-31,DM,2020-04-02,DP
W0196,PS00366,P0429,PS,00366,en,,,2018-05-31,DM,2020-04-02,DP
W0197,PS00367,P0339,PS,00367,en,,,2018-05-31,DM,2020-04-02,DP
W0198,PS00368,P0280,PS,00368,en,,,2018-06-01,DM,2020-04-02,DP
W0199,PS00369,P0433,PS,00369,en,,,2018-06-01,DM,2020-04-02,DP
W0200,PS00370,P0436,PS,00370,en,,,2018-08-06,DM,2020-04-02,DP
W0201,PS00371,P0439,PS,00371,en,The book was published in the USSR in 1956/57. It took only two years for it to be translated and published in China.,,2018-08-06,DM,2020-04-02,DP
W0202,PS00372,P0440,PS,00372,en,Title translation needed.,,2018-11-15,DM,2020-04-02,DP
W0203,PS00373,P0441,PS,00373,en,,,2018-11-15,DM,2020-04-02,DP
W0204,PS00374,P0441,PS,00374,en,Translated by project member.,,2018-11-15,DM,2020-04-02,DP
W0205,PS00375,P0442,PS,00375,en,Official English translation missing.,,2018-11-17,DM,2020-04-02,DP
W0206,PS00376,P0443,PS,00376,en,,,2018-11-17,DM,2020-04-02,DP
W0207,PS00377,P0444,PS,00377,en,,,2018-11-17,DM,2020-04-02,DP
W0208,PS00379,P0448,PS,00379,de,,,2019-01-08,DM,2020-04-02,DP
W0209,PS00380,P0193,PS,00380,en,,,2019-01-08,DM,2020-04-02,DP
W0210,PS00381,P0450,PS,00381,en,,,2019-01-08,DM,2020-04-02,DP
W0211,PS00382,P0288,PS,00382,en,,,2019-01-08,DM,2020-04-02,DP
W0212,PS00383,P0451,PS,00383,en,,,2019-01-08,DM,2020-04-02,DP
W0213,PS00384,P0452,PS,00384,en,,,2019-01-08,DM,2020-04-02,DP
W0214,PS00385,P0452,PS,00385,en,,,2019-01-08,DM,2020-04-02,DP
W0215,PS00386,P0454,PS,00386,en,,,2019-01-08,DM,2020-04-02,DP
W0216,PS00387,P0455,PS,00387,en,,,2019-01-08,DM,2020-04-02,DP
W0217,PS00401,P0637,PS,00401,fr,,,2018-04-26,WH,2020-04-02,DP
W0218,PS00402,P0638,PS,00402,de,,,2018-04-26,WH,2020-04-02,DP
W0219,PS00403,P0192,PS,00403,en,,,2018-05-02,WH,2020-04-02,DP
W0220,PS00404,P0192,PS,00404,zh,,,2018-05-03,WH,2020-04-02,DP
W0221,PS00405,P0523,PS,00405,en,,,2018-05-03,WH,2020-04-02,DP
W0222,PS00406,P0524,PS,00406,en,,,2018-05-03,WH,2020-04-02,DP
W0223,PS00407,P0526,PS,00407,en,,,2018-06-21,WH,2020-04-02,DP
W0224,PS00408,P0055,PS,00408,en,,,2018-06-21,WH,2020-04-02,DP
W0225,PS00409,P0527,PS,00409,en,,,2018-07-09,WH,2020-04-02,DP
W0226,PS00410,P0055,PS,00410,en,,,2018-07-09,WH,2020-04-02,DP
W0227,PS00411,P0055,PS,00411,en,,,2018-07-10,WH,2020-04-02,DP
W0228,PS00412,P0055,PS,00412,en,,,2018-07-10,WH,2020-04-02,DP
W0229,PS00413,P0528,PS,00413,en,,,2018-07-10,WH,2020-04-02,DP
W0230,PS00414,P0261,PS,00414,en,,,2018-07-12,WH,2020-04-02,DP
W0231,PS00451,P0390,PS,00451,en,,,2018-06-05,MG,2020-04-02,DP
W0232,PS00452,P0391,PS,00452,zh,,,2018-06-05,MG,2020-04-02,DP
W0233,PS00453,P0392,PS,00453,en,,,2018-06-06,MG,2020-04-02,DP
W0234,PS00454,P0396,PS,00454,en,,,2018-06-11,MG,2020-04-02,DP
W0235,PS00455,P0396,PS,00455,en,,,2018-06-11,MG,2020-04-02,DP
W0236,PS00456,P0398,PS,00456,en,,,2018-06-11,MG,2020-04-02,DP
W0237,PS00457,P0402,PS,00457,en,,,2018-06-12,MG,2020-04-02,DP
W0238,PS00458,P0228,PS,00458,en,,,2018-06-12,MG,2020-04-02,DP
W0239,PS00459,P0406,PS,00459,en,,,2018-06-19,MG,2020-04-02,DP
W0240,PS00460,P0408,PS,00460,en,,,2018-06-25,MG,2020-04-02,DP
W0241,PS00461,P0060,PS,00461,en,,,2018-06-25,MG,2020-04-02,DP
W0242,PS00462,P0001,PS,00462,zh,http://www.ziyexing.com/luxun/luxun_zw_hgj_12.htm,,2018-06-26,MG,2020-04-02,DP
W0243,PS00463,P0001,PS,00463,en,written in 1925,,2018-06-26,MG,2020-04-02,DP
W0244,PS00464,P0999,PS,00464,zh,,,2018-06-26,MG,2020-04-02,DP
W0245,PS00465,P0001,PS,00465,en,Written 1926-04-01,,2018-06-28,MG,2020-04-02,DP
W0246,PS00466,P0413,PS,00466,en,,,2018-06-28,MG,2020-04-02,DP
W0247,PS00467,P0415,PS,00467,en,,,2018-07-03,MG,2020-04-02,DP
W0248,PS00468,P0420,PS,00468,en,,,2018-07-04,MG,2020-04-02,DP
W0249,PS00469,P0623,PS,00469,en,,,2018-07-09,MG,2020-04-02,DP
W0250,PS00470,P0174,PS,00470,en,written in 1963,,2018-07-10,MG,2020-04-02,DP
W0251,PS00471,P0174,PS,00471,en,,,2018-07-10,MG,2020-04-02,DP
W0252,PS00472,P0174,PS,00472,en,,,2018-07-10,MG,2020-04-02,DP
W0253,PS00473,P0174,PS,00473,en,written in 1935,,2018-07-10,MG,2020-04-02,DP
W0254,PS00474,P0174,PS,00474,en,,,2018-07-10,MG,2020-04-02,DP
W0255,PS00475,P0174,PS,00475,en,,,2018-07-10,MG,2020-04-02,DP
W0256,PS00476,P0174,PS,00476,en,,,2018-07-10,MG,2020-04-02,DP
W0257,PS00477,P0626,PS,00477,en,,,2018-07-13,MG,2020-04-02,DP
W0258,PS00478,P0181,PS,00478,de,,,2018-07-13,MG,2020-04-02,DP
W0259,PS00479,P0181,PS,00479,de,,,2018-07-13,MG,2020-04-02,DP
W0260,PS00480,P0181,PS,00480,de,,,2018-07-13,MG,2020-04-02,DP
W0261,PS00481,P0628,PS,00481,fr,,,2018-07-17,MG,2020-04-02,DP
W0262,PS00482,P0621,PS,00482,de,,,2018-07-17,MG,2020-04-02,DP
W0263,PS00483,P0631,PS,00483,fr,,,2018-07-20,MG,2020-04-02,DP
W0264,PS00484,P0633,PS,00484,en,,,2018-07-20,MG,2020-04-02,DP
W0265,PS00485,P0634,PS,00485,fr,,,2018-07-23,MG,2020-04-02,DP
W0266,PS00486,P0641,PS,00486,en,Translated by project member.,,2018-07-30,MG,2020-04-02,DP
W0267,PS00487,P0642,PS,00487,en,,,2018-08-16,MG,2020-04-02,DP
W0268,PS00488,P0643,PS,00488,en,,,2018-08-16,MG,2020-04-02,DP
W0269,PS00489,P0227,PS,00489,en,,,2018-10-16,LH,2020-04-02,DP
W0270,PS00490,P0999,PS,00490,en,Translated by project member.,,2018-10-24,MG,2020-04-02,DP
W0271,PS00491,P0999,PS,00491,en,Translated by project member.,,2018-10-24,MG,2020-04-02,DP
W0272,PS00492,P0999,PS,00492,en,Translated by project member.,,2018-10-24,MG,2020-04-02,DP
W0273,PS00493,P0999,PS,00493,en,Translated by project member.,,2018-10-24,MG,2020-04-02,DP
W0274,PS00632,P0999,PS,00632,zh,,,2018-10-24,MG,2020-04-02,DP
W0275,PS00494,P0661,PS,00494,en,the poem was written in 1927,,2018-11-14,MG,2020-04-02,DP
W0276,PS00500,P0999,PS,00500,en,,,2018-11-03,WH,2020-04-02,DP
W0277,PS00501,P0999,PS,00501,en,Translated by project member.,,2018-11-03,WH,2020-04-02,DP
W0278,PS00502,P0999,PS,00502,en,Translated by project member.,,2018-11-03,WH,2020-04-02,DP
W0279,PS00503,P0999,PS,00503,en,Translated by project member.,,2018-11-03,WH,2020-04-02,DP
W0280,PS00504,P0999,PS,00504,en,Translated by project member.,,2018-11-04,WH,2020-04-02,DP
W0281,PS00505,P0999,PS,00505,en,,,2018-11-04,WH,2020-04-02,DP
W0282,PS00506,P0999,PS,00506,en,,,2018-11-04,WH,2020-04-02,DP
W0283,PS00507,P0999,PS,00507,en,,,2018-11-04,WH,2020-04-02,DP
W0284,PS00508,P0999,PS,00508,en,,,2018-11-04,WH,2020-04-02,DP
W0285,PS00633,P0999,PS,00633,en,,,2018-11-04,WH,2020-04-02,DP
W0286,PS00509,P0999,PS,00509,en,,,2018-11-04,WH,2020-04-02,DP
W0287,PS00510,P0111,PS,00510,en,,,2018-11-04,WH,2020-04-02,DP
